timestamp(ms), SignalACIFRNAOFILT,SignalStdIFR,Count, SignalACIFR,
"1713735448.28","3150","224.54",,,
"1713735448.281",,,"0",,
"1713735448.285","3148",,,,
"1713735448.286",,"215.69","0",,
"1713735448.291","3021","207.03","0",,
"1713735448.297","3048","200.37","0",,
"1713735448.303","3101","192.46","0",,
"1713735448.308","2968",,,,
"1713735448.309",,"183.25","0",,
"1713735448.314","2953","176.56","0",,
"1713735448.32","3022","169.63","0",,
"1713735448.326","2894","160.9",,,
"1713735448.327",,,"0",,
"1713735448.332","2847","155.02","0",,
"1713735448.337","2927",,,,
"1713735448.338",,"149.6","0",,
"1713735448.372","2832","142.22","0",,
"1713735448.377","2746","136.99",,,
"1713735448.378","2823",,"0",,
"1713735448.379","2765","127.38","0",,
"1713735448.38","2731","120.91","0",,
"1713735448.387","2733",,,,
"1713735448.388","2606","116.81","0",,
"1713735448.389",,"113.06","0",,
"1713735448.418","2718","107.82","0",,
"1713735448.419","2702","98.68","0",,
"1713735448.42","2589",,"0",,
"1713735448.421",,"94.22","0",,
"1713735448.424","2560","91.89","0",,
"1713735448.428","2664","89.92","0",,
"1713735448.434","2569",,,,
"1713735448.436",,"85.72","0",,
"1713735448.44","2503","83.6","0",,
"1713735448.446","2601","82.42",,,
"1713735448.447",,,"0",,
"1713735448.451","2542","79.32","0",,
"1713735448.457","2458","77.65","0",,
"1713735448.463","2544",,,,
"1713735448.464",,"76.99","0",,
"1713735448.469","2535",,,,
"1713735448.47",,"74.89","0",,
"1713735448.474","2414","73.31","0",,
"1713735448.48","2502",,,,
"1713735448.481",,"73.03","0",,
"1713735448.485","2540",,,,
"1713735448.486",,"71.46",,,
"1713735448.487",,,"0",,
"1713735448.492","2413","69.62","0","2874",
"1713735448.498","2463","69.27","1","2812",
"1713735448.503","2537","68.22","2",,
"1713735448.504",,,,"2757",
"1713735448.508","2416",,,,
"1713735448.509",,"66.39","3","2688",
"1713735448.514","2440",,,,
"1713735448.515",,"65.96","4","2617",
"1713735448.52","2527","65.17","5","2556",
"1713735448.526","2440",,,,
"1713735448.527",,"63.15","6","2500",
"1713735448.532","2393",,,,
"1713735448.533",,"62.34","7","2450",
"1713735448.537","2491",,,,
"1713735448.538",,"62.12","8","2389",
"1713735448.543","2426","60.74","9","2293",
"1713735448.549","2359","60.47","10","2289",
"1713735448.554","2458","60.41",,,
"1713735448.555",,,"11","2291",
"1713735448.56","2440","59.46",,,
"1713735448.562",,,"12","2287",
"1713735448.566","2333","59.07","13","2282",
"1713735448.571","2440",,,,
"1713735448.572",,"59.07","14","2287",
"1713735448.577","2458","58.07",,,
"1713735448.578",,,"15","2284",
"1713735448.583","2319","57.35",,,
"1713735448.584",,,"16","2278",
"1713735448.589","2399","57.35","17","2281",
"1713735448.594","2456",,,,
"1713735448.595",,"56.84","18","2279",
"1713735448.601","2327",,,,
"1713735448.602",,"56.34","19",,
"1713735448.603",,,,"2271",
"1713735448.606","2360","56.33","20","2275",
"1713735448.611","2446",,,,
"1713735448.612",,"56.15","21","2278",
"1713735448.617","2346",,,,
"1713735448.618",,"55.69","22","2270",
"1713735448.623","2331","55.66","23","2272",
"1713735448.628","2428",,,,
"1713735448.629",,"55.67","24","2276",
"1713735448.634","2350","55.26",,,
"1713735448.636",,,"25","2269",
"1713735448.64","2300","55.28","26","2269",
"1713735448.646","2410","55.42","27","2275",
"1713735448.652","2368",,,,
"1713735448.653",,"54.84","28","2274",
"1713735448.658","2283","54.83","29","2273",
"1713735448.663","2396","54.91","30","2280",
"1713735448.668","2395",,,,
"1713735448.669",,"54.33","31","2279",
"1713735448.675","2270",,,,
"1713735448.676",,"54.11","32","2277",
"1713735448.68","2366",,,,
"1713735448.681",,"54.08","33","2283",
"1713735448.686","2399","53.74","34","2285",
"1713735448.691","2280",,,,
"1713735448.692",,"53.56",,,
"1713735448.693",,,"35","2282",
"1713735448.697","2334","53.6","36",,
"1713735448.698",,,,"2287",
"1713735448.703","2411","53.57","37","2290",
"1713735448.708","2296",,,,
"1713735448.709",,"53.16",,,
"1713735448.71",,,"38","2282",
"1713735448.714","2319","53.18",,,
"1713735448.715",,,"39","2285",
"1713735448.72","2424","53.45","40","2291",
"1713735448.726","2302","52.48","41",,
"1713735448.727",,,,"2285",
"1713735448.732","2286","52.48","42","2288",
"1713735448.737","2393","52.88","43",,
"1713735448.738",,,,"2296",
"1713735448.743","2331","52.33","44","2291",
"1713735448.749","2265","52.36","45","2290",
"1713735448.754","2367","52.59","46",,
"1713735448.755",,,,"2296",
"1713735448.76","2350","52.27","47",,
"1713735448.761",,,,"2293",
"1713735448.766","2253",,,,
"1713735448.769",,"52.35","48","2291",
"1713735448.771","2362",,,,
"1713735448.772",,"52.51","49","2297",
"1713735448.777","2380","52.13","50","2296",
"1713735448.784","2255","51.87",,,
"1713735448.785",,,"51","2292",
"1713735448.789","2335","51.91","52","2296",
"1713735448.794","2392","51.82",,,
"1713735448.795",,,"53","2296",
"1713735448.8","2265","51.35","54","2291",
"1713735448.806","2301","51.48","55","2296",
"1713735448.811","2392","51.77",,,
"1713735448.812",,,"56","2301",
"1713735448.817","2285","51.26","57",,
"1713735448.818",,,,"2295",
"1713735448.823","2271","51.3","58",,
"1713735448.824",,,,"2298",
"1713735448.828","2375",,,,
"1713735448.829",,"51.72","59","2304",
"1713735448.834","2299","51.35",,,
"1713735448.835",,,"60","2297",
"1713735448.84","2249","51.35",,,
"1713735448.841",,,"61","2298",
"1713735448.846","2360","51.74","62","2305",
"1713735448.853","2319","51.44","63","2302",
"1713735448.857","2236",,,,
"1713735448.859",,"51.48","64","2301",
"1713735448.863","2350","51.58","65","2306",
"1713735448.868","2351",,,,
"1713735448.869",,"51.32","66","2303",
"1713735448.874","2237",,,,
"1713735448.875",,"51.26","67","2300",
"1713735448.88","2333",,,,
"1713735448.881",,"51.22","68","2304",
"1713735448.886","2367","51.11","69","2304",
"1713735448.891","2247",,,,
"1713735448.892",,"50.98","70","2299",
"1713735448.898","2303","51.02","71","2304",
"1713735448.903","2377","51.12","72",,
"1713735448.904",,,,"2304",
"1713735448.909","2254","51.04","73","2296",
"1713735448.915","2282",,,,
"1713735448.916",,"50.99","74","2299",
"1713735448.92","2380","51.39","75",,
"1713735448.921",,,,"2303",
"1713735448.926","2285","51.04","76","2296",
"1713735448.931","2255",,,,
"1713735448.932",,"51.06","77","2297",
"1713735448.937","2363","51.53",,,
"1713735448.938",,,"78","2304",
"1713735448.943","2299","51.29","79","2298",
"1713735448.948","2236",,,,
"1713735448.949",,"51.34","80",,
"1713735448.95",,,,"2297",
"1713735448.954","2345","51.47","81",,
"1713735448.955",,,,"2303",
"1713735448.96","2327","51.29","82","2301",
"1713735448.966","2232","51.34","83","2300",
"1713735448.972","2334","51.4",,,
"1713735448.973",,,"84","2305",
"1713735448.978","2361","51.26","85","2304",
"1713735448.983","2236","51.06","86","2301",
"1713735448.989","2317","50.99","87","2305",
"1713735448.994","2367","51.05","88",,
"1713735448.995",,,,"2306",
"1713735449","2249","50.9","89","2300",
"1713735449.006","2287",,,,
"1713735449.007",,"50.97","90","2304",
"1713735449.011","2379","51.37",,,
"1713735449.012",,,"91","2308",
"1713735449.017","2271","51",,,
"1713735449.018",,,"92","2301",
"1713735449.023","2267","51.06","93","2303",
"1713735449.029","2376","51.49","94","2309",
"1713735449.034","2287",,,,
"1713735449.035",,"51.08","95","2303",
"1713735449.04","2248",,,,
"1713735449.041",,"51.08","96",,
"1713735449.042",,,,"2303",
"1713735449.046","2360","51.53","97","2310",
"1713735449.051","2316","51.2",,,
"1713735449.052",,,"98","2307",
"1713735449.057","2236","51.21","99",,
"1713735449.058",,,,"2305",
"1713735449.063","2348","51.36",,,
"1713735449.064",,,"100","2310",
"1713735449.068","2343",,,,
"1713735449.069",,"51.11","101","2308",
"1713735449.074","2222","51.09","102",,
"1713735449.075",,,,"2305",
"1713735449.08","2319",,,,
"1713735449.081",,"50.97",,,
"1713735449.082",,,"103",,
"1713735449.083",,,,"2309",
"1713735449.086","2350","50.95","104","2308",
"1713735449.091","2232",,,,
"1713735449.092",,"50.99","105","2303",
"1713735449.097","2298","50.85",,,
"1713735449.098",,,"106","2307",
"1713735449.103","2363","50.95","107","2307",
"1713735449.109","2238","51.06","108","2298",
"1713735449.114","2251","50.85","109",,
"1713735449.115",,,,"2301",
"1713735449.12","2343","51.07","110","2304",
"1713735449.125","2250",,,,
"1713735449.126",,"51.22","111","2296",
"1713735449.131","2232","51.05",,,
"1713735449.132",,,"112","2298",
"1713735449.138","2335","51.27","113","2304",
"1713735449.143","2279","51.36","114","2299",
"1713735449.148","2218",,,,
"1713735449.149",,"51.35","115","2298",
"1713735449.155","2317","51.33","116","2305",
"1713735449.16","2298","51.34","117","2303",
"1713735449.167","2201","51.45","118","2302",
"1713735449.171","2313",,,,
"1713735449.172",,"50.94","119","2309",
"1713735449.177","2318","50.93","120","2308",
"1713735449.183","2204","51.15","121","2305",
"1713735449.188","2286","50.61",,,
"1713735449.189",,,"122","2310",
"1713735449.194","2335",,,,
"1713735449.195",,"50.67","123","2310",
"1713735449.2","2217","50.93","124","2304",
"1713735449.205","2267",,,,
"1713735449.206",,"50.49","125",,
"1713735449.207",,,,"2310",
"1713735449.211","2350","50.77","126",,
"1713735449.212",,,,"2313",
"1713735449.217","2248","50.83","127","2307",
"1713735449.223","2249","50.65","128","2310",
"1713735449.229","2347",,,,
"1713735449.23",,"50.96","129","2315",
"1713735449.234","2269","51.04","130","2309",
"1713735449.24","2231","50.94","131","2309",
"1713735449.246","2335","51.03","132","2316",
"1713735449.251","2298","51","133",,
"1713735449.252",,,,"2312",
"1713735449.257","2220","51.03","134","2312",
"1713735449.263","2334","50.85",,,
"1713735449.264",,,"135","2317",
"1713735449.268","2328",,,,
"1713735449.269",,"50.79","136","2314",
"1713735449.274","2217",,,,
"1713735449.275",,"50.99","137","2310",
"1713735449.28","2317","50.58",,,
"1713735449.281",,,"138","2315",
"1713735449.286","2359","50.57","139","2315",
"1713735449.291","2233",,,,
"1713735449.292",,"50.6","140","2310",
"1713735449.297","2302",,,,
"1713735449.298",,"50.29","141",,
"1713735449.299",,,,"2313",
"1713735449.303","2368","50.36","142","2313",
"1713735449.309","2248","50.65","143","2303",
"1713735449.314","2264",,,,
"1713735449.315",,"50.41","144","2305",
"1713735449.321","2360","50.59","145","2309",
"1713735449.326","2265","50.64","146",,
"1713735449.327",,,,"2301",
"1713735449.331","2240",,,,
"1713735449.332",,"50.52","147","2304",
"1713735449.338","2360","50.65","148","2310",
"1713735449.343","2295","50.66","149","2304",
"1713735449.348","2234",,,,
"1713735449.349",,"50.65","150","2303",
"1713735449.354","2345",,,,
"1713735449.355",,"50.66","151","2311",
"1713735449.36","2318","50.59","152","2309",
"1713735449.366","2232","50.73","153","2309",
"1713735449.371","2345",,,,
"1713735449.372",,"50.66","154","2315",
"1713735449.377","2352","50.53","155","2314",
"1713735449.383","2235","50.64","156","2310",
"1713735449.388","2320","50.43",,,
"1713735449.389",,,"157","2315",
"1713735449.394","2367","50.46","158",,
"1713735449.395",,,,"2315",
"1713735449.4","2248","50.56","159","2310",
"1713735449.406","2298","50.52","160","2315",
"1713735449.412","2376","50.8","161","2318",
"1713735449.417","2267","50.69","162",,
"1713735449.418",,,,"2311",
"1713735449.423","2266","50.6","163","2313",
"1713735449.431","2365","50.88","164","2318",
"1713735449.434","2282",,,,
"1713735449.435",,"50.88","165","2311",
"1713735449.44","2247","50.82","166","2312",
"1713735449.446","2351","50.98","167","2317",
"1713735449.451","2313","50.95","168",,
"1713735449.452",,,,"2313",
"1713735449.457","2234","51.02","169","2311",
"1713735449.463","2347","50.91","170","2316",
"1713735449.468","2329","50.84","171",,
"1713735449.469",,,,"2313",
"1713735449.474","2219",,,,
"1713735449.475",,"51.07","172","2310",
"1713735449.48","2330","50.6","173",,
"1713735449.481",,,,"2314",
"1713735449.486","2361","50.56","174","2314",
"1713735449.491","2236",,,,
"1713735449.492",,"50.66","175","2309",
"1713735449.497","2313","50.32",,,
"1713735449.498",,,"176","2314",
"1713735449.506","2376","50.36",,,
"1713735449.507",,,"177","2313",
"1713735449.508","2250",,,,
"1713735449.509",,"50.66","178","2305",
"1713735449.514","2272","50.38","179",,
"1713735449.515",,,,"2307",
"1713735449.52","2365",,,,
"1713735449.521",,"50.52","180","2310",
"1713735449.526","2271","50.7","181","2303",
"1713735449.531","2255","50.6",,,
"1713735449.532",,,"182","2304",
"1713735449.537","2363",,,,
"1713735449.539",,"50.82","183","2311",
"1713735449.543","2298","50.85","184",,
"1713735449.544",,,,"2304",
"1713735449.549","2247","50.84","185","2305",
"1713735449.554","2348","51.11",,,
"1713735449.556",,,"186","2312",
"1713735449.56","2328","51.03","187",,
"1713735449.561",,,,"2310",
"1713735449.566","2235","51.09","188","2311",
"1713735449.571","2348",,,,
"1713735449.572",,"50.99","189",,
"1713735449.574",,,,"2317",
"1713735449.577","2360","50.86",,,
"1713735449.578",,,"190","2317",
"1713735449.583","2238","50.93","191","2314",
"1713735449.588","2329",,,,
"1713735449.589",,"50.71","192","2319",
"1713735449.595","2368","50.72","193","2319",
"1713735449.6","2248","50.76",,,
"1713735449.601",,,"194","2314",
"1713735449.605","2300",,,,
"1713735449.606",,"50.65","195","2318",
"1713735449.612","2379","50.9","196","2321",
"1713735449.617","2270","50.83","197","2314",
"1713735449.623","2271","50.78","198",,
"1713735449.624",,,,"2316",
"1713735449.63","2367",,,,
"1713735449.631",,"51.08",,,
"1713735449.632",,,"199","2320",
"1713735449.634","2285",,,,
"1713735449.635",,"51.1","200","2313",
"1713735449.64","2249","51.04","201","2314",
"1713735449.645","2360",,,,
"1713735449.646",,"51.28","202",,
"1713735449.647",,,,"2320",
"1713735449.651","2313","51.16","203","2317",
"1713735449.657","2237","51.24","204","2315",
"1713735449.662","2346",,,,
"1713735449.663",,"51.1","205","2320",
"1713735449.668","2328","51.06","206","2317",
"1713735449.674","2220","51.26","207","2314",
"1713735449.68","2328","50.72","208","2318",
"1713735449.686","2362",,,,
"1713735449.687",,"50.7","209","2318",
"1713735449.691","2235","50.85","210","2313",
"1713735449.697","2315","50.47","211","2316",
"1713735449.703","2378","50.49","212","2315",
"1713735449.709","2249","50.84","213","2306",
"1713735449.714","2284",,,,
"1713735449.715",,"50.54","214","2308",
"1713735449.72","2377","50.71","215","2311",
"1713735449.726","2279","50.71","216","2303",
"1713735449.731","2264",,,,
"1713735449.732",,"50.63","217","2305",
"1713735449.737","2365","50.83",,,
"1713735449.738",,,"218",,
"1713735449.739",,,,"2311",
"1713735449.743","2297","50.91",,,
"1713735449.744",,,"219","2305",
"1713735449.749","2248","50.91","220","2305",
"1713735449.754","2360","50.96",,,
"1713735449.755",,,"221","2312",
"1713735449.76","2329","50.85",,,
"1713735449.761",,,"222","2310",
"1713735449.766","2238","51.01","223","2310",
"1713735449.771","2351",,,,
"1713735449.772",,"50.85","224","2316",
"1713735449.777","2365","50.74",,,
"1713735449.778",,,"225","2314",
"1713735449.783","2248","50.85","226","2311",
"1713735449.789","2335",,,,
"1713735449.79",,"50.68","227","2315",
"1713735449.796","2380","50.63","228","2315",
"1713735449.8","2250","50.73",,,
"1713735449.801",,,"229","2309",
"1713735449.806","2313","50.56","230","2313",
"1713735449.811","2382",,,,
"1713735449.813",,"50.7","231","2315",
"1713735449.817","2279",,,,
"1713735449.818",,"50.78","232","2307",
"1713735449.823","2284","50.72","233","2309",
"1713735449.829","2377","51.02",,,
"1713735449.83",,,"234","2314",
"1713735449.834","2288",,,,
"1713735449.835",,"50.99","235","2308",
"1713735449.84","2254","50.93","236",,
"1713735449.841",,,,"2308",
"1713735449.846","2364","51.01","237","2314",
"1713735449.852","2315","50.99","238","2309",
"1713735449.857","2248",,,,
"1713735449.858",,"51.16","239","2307",
"1713735449.863","2350","51.02","240",,
"1713735449.864",,,,"2311",
"1713735449.87","2331","50.99","241","2308",
"1713735449.874","2222",,,,
"1713735449.875",,"51.31","242","2305",
"1713735449.88","2334","50.75",,,
"1713735449.881",,,"243","2309",
"1713735449.887","2365","50.72","244","2308",
"1713735449.892","2247","50.86","245","2303",
"1713735449.897","2328",,,,
"1713735449.898",,"50.64","246","2307",
"1713735449.903","2382","50.64","247","2307",
"1713735449.909","2253","50.96",,,
