timestamp(ms), SignalACIFRNAOFILT,SignalStdIFR,Count, SignalACIFR,
"1713735442.71",,"26.89","1002","2957",
"1713735442.715","2890","26.77","1003","2958",
"1713735442.721","2938","27.02","1004","2959",
"1713735442.727","2904",,,,
"1713735442.728",,"27.01","1005","2959",
"1713735442.732","2890","26.96","1006",,
"1713735442.733",,,,"2959",
"1713735442.738","2935","27.03","1007","2959",
"1713735442.745","2922","27.05",,,
"1713735442.746",,,"1008","2956",
"1713735442.75","2888","27.08","1009","2954",
"1713735442.755","2923","27.08","1010","2953",
"1713735442.76","2936",,,,
"1713735442.762",,"27.08","1011","2950",
"1713735442.766","2874","27.04",,,
"1713735442.767",,,"1012","2950",
"1713735442.772","2904","26.84","1013",,
"1713735442.773",,,,"2950",
"1713735442.778","2937","26.84",,,
"1713735442.779",,,"1014",,
"1713735442.78",,,,"2950",
"1713735442.783","2862",,,,
"1713735442.784",,"26.8","1015","2952",
"1713735442.789","2889",,,,
"1713735442.79",,"26.32","1016","2954",
"1713735442.795","2935","26.46","1017",,
"1713735442.797",,,,"2956",
"1713735442.801","2860","26.44","1018","2958",
"1713735442.806","2879",,,,
"1713735442.807",,"25.72","1019","2959",
"1713735442.812","2936","25.72",,,
"1713735442.813",,,"1020",,
"1713735442.814",,,,"2961",
"1713735442.818","2879","25.78","1021","2960",
"1713735442.823","2889",,,,
"1713735442.824",,"25.37","1022","2960",
"1713735442.829","2939","25.32","1023",,
"1713735442.83",,,,"2960",
"1713735442.836","2910","25.52","1024","2956",
"1713735442.841","2904","25.53","1025","2956",
"1713735442.846","2951",,,,
"1713735442.847",,"25.62","1026","2954",
"1713735442.853","2940",,,,
"1713735442.854",,"25.6","1027","2950",
"1713735442.858","2905","25.6","1028",,
"1713735442.859",,,,"2950",
"1713735442.864","2940","25.73","1029","2948",
"1713735442.869","2955",,,,
"1713735442.871",,"25.7","1030","2947",
"1713735442.875","2903","25.53","1031","2950",
"1713735442.88","2921",,,,
"1713735442.881",,"25.79","1032","2951",
"1713735442.886","2954",,,,
"1713735442.887",,"25.93",,,
"1713735442.888",,,"1033","2953",
"1713735442.892","2888","25.79","1034",,
"1713735442.893",,,,"2957",
"1713735442.898","2905","25.69","1035","2960",
"1713735442.915","2943","25.93",,,
"1713735442.917","2891","25.9","1036","2962",
"1713735442.918","2902","25.68","1038","2964",
"1713735442.921","2941","25.87","1039","2966",
"1713735442.926","2911",,,,
"1713735442.927",,"25.93","1040","2965",
"1713735442.932","2904","25.88",,,
"1713735442.933",,,"1041","2963",
"1713735442.938","2954","25.92","1042","2962",
"1713735442.945","2940","25.9","1043","2959",
"1713735442.949","2907","25.94",,,
"1713735442.95",,,"1044","2957",
"1713735442.955","2952","25.99","1045","2955",
"1713735442.962","2956","25.89","1046","2952",
"1713735442.966","2896",,,,
"1713735442.967",,"25.8","1047","2951",
"1713735442.972","2926","25.76",,,
"1713735442.973",,,"1048","2951",
"1713735442.978","2955",,,,
"1713735442.979",,"25.78",,,
"1713735442.98",,,"1049","2950",
"1713735442.983","2880",,,,
"1713735442.984",,"25.65","1050","2951",
"1713735442.989","2906",,,,
"1713735442.99",,"25.32","1051","2952",
"1713735442.995","2942",,,,
"1713735442.996",,"25.37","1052",,
"1713735442.997",,,,"2953",
"1713735443.001","2875","25.45","1053","2955",
"1713735443.007","2893","24.88","1054",,
"1713735443.008",,,,"2955",
"1713735443.012","2941","24.73","1055",,
"1713735443.013",,,,"2955",
"1713735443.018","2889","25.08","1056","2953",
"1713735443.023","2890",,,,
"1713735443.024",,"24.87","1057","2951",
"1713735443.029","2951",,,,
"1713735443.03",,"24.56","1058","2949",
"1713735443.035","2910","25.39","1059","2944",
"1713735443.041","2907","25.83","1060","2940",
"1713735443.046","2954",,,,
"1713735443.047",,"25.74","1061","2937",
"1713735443.053","2940","26.45","1062","2930",
"1713735443.058","2909","26.85","1063",,
"1713735443.059",,,,"2928",
"1713735443.063","2941",,,,
"1713735443.064",,"26.8","1064","2925",
"1713735443.07","2954",,,,
"1713735443.071",,"26.89","1065","2922",
"1713735443.075","2904","26.86",,,
"1713735443.076",,,"1066","2925",
"1713735443.081","2923","26.87","1067","2926",
"1713735443.086","2953",,,,
"1713735443.087",,"26.88","1068",,
"1713735443.088",,,,"2928",
"1713735443.092","2890","26.78","1069","2933",
"1713735443.097","2904",,,,
"1713735443.098",,"26.63","1070","2938",
"1713735443.103","2941",,,,
"1713735443.104",,"26.67","1071","2943",
"1713735443.109","2889","26.7","1072",,
"1713735443.11",,,,"2948",
"1713735443.115","2893","26.41","1073","2951",
"1713735443.12","2942","26.33",,,
"1713735443.121",,,"1074","2954",
"1713735443.126","2909","26.52","1075","2955",
"1713735443.132","2905","26.46","1076","2954",
"1713735443.137","2953","26.48",,,
"1713735443.138",,,"1077","2954",
"1713735443.143","2942","26.61","1078","2952",
"1713735443.149","2911","26.66","1079","2950",
"1713735443.155","2953","26.73","1080","2949",
"1713735443.16","2958","26.69","1081","2946",
"1713735443.166","2907","26.59","1082","2946",
"1713735443.172","2938","26.67","1083","2946",
"1713735443.178","2967","26.68","1084","2947",
"1713735443.183","2891","26.41","1085","2949",
"1713735443.189","2911","26.43","1086","2952",
"1713735443.195","2953","26.64","1087","2954",
"1713735443.2","2878","26.55","1088","2958",
"1713735443.206","2894","26.14","1089",,
"1713735443.207",,,,"2960",
"1713735443.212","2951",,,,
"1713735443.213",,"26.2",,,
"1713735443.214",,,"1090","2960",
"1713735443.217","2890","26.26",,,
"1713735443.218",,,"1091","2960",
"1713735443.223","2904","25.95","1092","2960",
"1713735443.229","2954","25.95","1093","2960",
"1713735443.234","2920",,,,
"1713735443.235",,"26.2","1094","2956",
"1713735443.24","2910","26.29","1095","2954",
"1713735443.246","2957","26.3","1096","2951",
"1713735443.252","2952","26.66","1097","2944",
"1713735443.257","2922","26.82","1098","2942",
"1713735443.263","2952","26.84","1099",,
"1713735443.264",,,,"2939",
"1713735443.269","2959","26.86","1100","2936",
"1713735443.274","2910",,,,
"1713735443.275",,"26.78","1101","2937",
"1713735443.28","2938","26.82","1102","2937",
"1713735443.287","2968","26.81","1103","2937",
"1713735443.292","2905","26.58","1104","2940",
"1713735443.297","2922","26.59",,,
"1713735443.298",,,"1105","2942",
"1713735443.304","2957","26.7","1106","2945",
"1713735443.309","2904","26.62","1107","2949",
"1713735443.315","2908","26.52","1108","2951",
"1713735443.32","2954",,,,
"1713735443.322",,"26.6","1109","2954",
"1713735443.326","2920","26.6",,,
"1713735443.327",,,"1110","2956",
"1713735443.332","2919","26.6","1111","2956",
"1713735443.338","2956","26.72",,,
"1713735443.34",,,"1112","2956",
"1713735443.343","2940",,,,
"1713735443.344",,"26.73","1113","2955",
"1713735443.349","2920","26.76","1114","2954",
"1713735443.355","2956","26.89","1115","2954",
"1713735443.36","2967",,,,
"1713735443.361",,"26.78","1116","2951",
"1713735443.366","2919","26.51",,,
"1713735443.367",,,"1117","2952",
"1713735443.372","2942","26.79","1118","2953",
"1713735443.378","2971","26.79","1119","2953",
"1713735443.384","2904",,,,
"1713735443.385",,"26.45","1120","2956",
"1713735443.389","2923","26.66",,,
"1713735443.39",,,"1121","2959",
"1713735443.396","2959","26.95","1122","2962",
"1713735443.4","2891",,,,
"1713735443.401",,"26.79","1123","2965",
"1713735443.406","2909","26.76",,,
"1713735443.407",,,"1124","2968",
"1713735443.413","2957","27.21","1125",,
"1713735443.414",,,,"2971",
"1713735443.418","2904","27.15","1126","2972",
"1713735443.423","2910",,,,
"1713735443.424",,"27.04","1127","2973",
"1713735443.429","2959",,,,
"1713735443.43",,"27.24",,,
"1713735443.431",,,"1128","2973",
"1713735443.435","2924","27.24","1129","2970",
"1713735443.441","2923","27.25","1130","2968",
"1713735443.446","2969",,,,
"1713735443.447",,"27.39",,,
"1713735443.448",,,"1131","2965",
"1713735443.453","2954","27.39","1132","2959",
"1713735443.458","2924","27.36","1133","2957",
"1713735443.463","2958",,,,
"1713735443.464",,"27.49","1134","2955",
"1713735443.469","2969","27.41","1135","2951",
"1713735443.475","2919",,,,
"1713735443.476",,"27.14","1136","2952",
"1713735443.48","2941",,,,
"1713735443.481",,"27.39","1137","2952",
"1713735443.486","2969","27.46",,,
"1713735443.487",,,"1138","2952",
"1713735443.492","2906","27.18","1139","2955",
"1713735443.498","2923","27.35","1140","2957",
"1713735443.504","2957","27.63",,,
"1713735443.505",,,"1141","2960",
"1713735443.509","2905","27.51","1142","2965",
"1713735443.516","2910","27.49","1143","2966",
"1713735443.521","2955",,,,
"1713735443.522",,"27.74","1144","2968",
"1713735443.526","2921",,,,
"1713735443.527",,"27.7","1145","2970",
"1713735443.532","2910","27.69","1146","2968",
"1713735443.538","2956",,,,
"1713735443.539",,"27.86","1147","2967",
"1713735443.543","2939",,,,
"1713735443.544",,"27.85","1148","2965",
"1713735443.549","2920","27.85","1149",,
"1713735443.55",,,,"2963",
"1713735443.555","2954",,,,
"1713735443.556",,"27.96","1150","2961",
"1713735443.56","2957",,,,
"1713735443.561",,"27.94","1151","2957",
"1713735443.566","2905","27.83",,,
"1713735443.567",,,"1152","2956",
"1713735443.572","2937","27.96","1153",,
"1713735443.573",,,,"2954",
"1713735443.589","2955",,,,
"1713735443.59",,"27.96",,,
"1713735443.591",,,"1154","2953",
"1713735443.609","2887","27.87",,,
"1713735443.61",,,"1155",,
"1713735443.611","2905",,,"2954",
"1713735443.612",,"27.78",,,
"1713735443.613",,,"1156",,
"1713735443.614","2939",,,"2956",
"1713735443.615",,"27.8",,,
"1713735443.616",,,"1157",,
"1713735443.618",,,,"2958",
"1713735443.619","2862","27.8",,,
"1713735443.62",,,"1158","2960",
"1713735443.621","2878",,,,
"1713735443.622",,"27.01","1159",,
"1713735443.623",,,,"2962",
"1713735443.628","2926","26.75","1160","2964",
"1713735443.629","2880","26.86","1161","2965",
"1713735443.63",,"25.92","1162","2965",
"1713735443.635","2902","25.59","1163","2966",
"1713735443.636",,"25.92","1164","2964",
"1713735443.657","2904",,,,
"1713735443.658","2936","26.03","1166","2959",
"1713735443.659",,,"1167","2954",
"1713735443.662","2918","26.2","1168",,
"1713735443.663",,,,"2951",
"1713735443.669","2956","26.3","1169","2949",
"1713735443.67",,,"1170","2945",
"1713735443.675","2910","26.34","1171","2945",
"1713735443.68","2935",,,,
"1713735443.681",,"26.33",,,
"1713735443.682",,,"1172","2944",
"1713735443.686","2958","26.33","1173","2943",
"1713735443.692","2895","26.25","1174","2946",
"1713735443.697","2920",,,,
"1713735443.698",,"26.06","1175","2948",
"1713735443.703","2956","26.12","1176","2951",
"1713735443.709","2894","26.07","1177","2954",
"1713735443.714","2907",,,,
"1713735443.715",,"25.81","1178","2957",
"1713735443.72","2955","25.87","1179","2959",
"1713735443.726","2910","25.94","1180","2961",
"1713735443.732","2910","25.83","1181","2961",
"1713735443.738","2958","25.8","1182","2961",
"1713735443.743","2941","25.89","1183","2960",
"1713735443.749","2922","26.01","1184","2958",
"1713735443.755","2968","26.08","1185","2957",
"1713735443.76","2967","26","1186","2954",
"1713735443.766","2921","25.9","1187","2954",
"1713735443.771","2952",,,,
"1713735443.772",,"25.98","1188","2953",
"1713735443.777","2971","25.92","1189","2952",
"1713735443.783","2904","25.68","1190","2953",
"1713735443.789","2925","25.63","1191","2955",
"1713735443.794","2958","25.73",,,
"1713735443.795",,,"1192","2957",
"1713735443.8","2888","25.64",,,
"1713735443.801",,,"1193","2959",
"1713735443.806","2906","25.32","1194",,
"1713735443.807",,,,"2961",
"1713735443.811","2952",,,,
"1713735443.812",,"25.44","1195","2964",
"1713735443.817","2879","25.51","1196","2966",
"1713735443.823","2893","24.88","1197","2967",
"1713735443.829","2942","24.71","1198","2968",
"1713735443.834","2905","25.08",,,
"1713735443.835",,,"1199","2966",
"1713735443.84","2906","25.02","1200","2963",
"1713735443.846","2952","24.91","1201","2960",
"1713735443.852","2936","25.55","1202","2955",
"1713735443.857","2911","25.91","1203","2952",
"1713735443.864","2953","25.8","1204","2948",
"1713735443.869","2955","26.12","1205","2942",
"1713735443.875","2910","26.36","1206","2940",
"1713735443.88","2938",,,,
"1713735443.881",,"26.26","1207","2938",
"1713735443.886","2959","26.29","1208","2935",
"1713735443.891","2905",,,,
"1713735443.892",,"26.33","1209","2937",
"1713735443.897","2921",,,,
"1713735443.898",,"26.24","1210","2938",
"1713735443.903","2957","26.22","1211","2941",
"1713735443.909","2902","26.24","1212","2945",
"1713735443.914","2911",,,,
"1713735443.915",,"26.05","1213","2947",
"1713735443.92","2957","26.13","1214","2950",
"1713735443.926","2919","26.19","1215","2953",
"1713735443.932","2919","26.15","1216","2954",
"1713735443.938","2968","26.28","1217","2956",
"1713735443.943","2942","26.23","1218","2956",
"1713735443.949","2927","26.24","1219","2957",
"1713735443.955","2970","26.45","1220","2957",
"1713735443.96","2969","26.25","1221","2956",
"1713735443.966","2926","26.02","1222","2957",
"1713735443.977","2984","26.31","1223","2958",
"1713735443.978",,"26.18","1224","2959",
"1713735443.983","2911","25.72","1225","2963",
"1713735443.989","2939","26.14","1226","2967",
"1713735443.994","2970",,,,
"1713735443.995",,"26.59","1227","2971",
"1713735444.001","2903","26.41","1228","2976",
"1713735444.006","2920","26.62","1229","2980",
"1713735444.011","2959",,,,
"1713735444.012",,"27.3","1230","2985",
"1713735444.017","2892","27.2",,,
"1713735444.018",,,"1231","2987",
"1713735444.023","2909","26.92","1232",,
"1713735444.024",,,,"2988",
"1713735444.029","2957","27.26","1233","2989",
"1713735444.034","2910","27.26","1234","2987",
"1713735444.04","2920","27.12","1235",,
"1713735444.041",,,,"2986",
"1713735444.046","2968","27.44","1236","2983",
"1713735444.052","2952","27.34","1237","2979",
"1713735444.057","2925","27.3",,,
"1713735444.058",,,"1238","2978",
"1713735444.064","2968","27.72","1239","2976",
"1713735444.069","2970","27.56","1240","2973",
"1713735444.075","2924","27.38","1241","2974",
"1713735444.08","2953","27.81","1242","2975",
"1713735444.086","2973","27.85","1243","2975",
"1713735444.091","2911",,,,
"1713735444.092",,"27.69","1244","2979",
"1713735444.097","2926",,,,
"1713735444.098",,"27.98","1245","2981",
"1713735444.103","2968","28.16","1246","2982",
"1713735444.109","2907","28.01","1247","2985",
"1713735444.114","2921",,,,
"1713735444.115",,"27.97","1248","2984",
"1713735444.12","2958","28.07","1249","2984",
"1713735444.126","2910","28.22","1250","2983",
"1713735444.132","2920","28.1","1251",,
"1713735444.133",,,,"2979",
"1713735444.138","2967","28.05","1252","2974",
"1713735444.143","2938","28.6","1253","2968",
"1713735444.149","2921","28.99","1254","2960",
"1713735444.154","2968","28.93","1255","2954",
"1713735444.16","2960","29.44","1256","2945",
"1713735444.166","2923","29.99","1257",,
"1713735444.167",,,,"2939",
"1713735444.171","2956",,,,
"1713735444.172",,"29.98","1258","2934",
"1713735444.177","2973",,,,
"1713735444.178",,"30.31","1259","2927",
"1713735444.183","2908","30.69",,,
"1713735444.184",,,"1260","2924",
"1713735444.189","2937","30.6","1261","2921",
"1713735444.194","2970",,,,
"1713735444.195",,"30.73","1262","2919",
"1713735444.2","2893",,,,
"1713735444.201",,"31.17","1263","2919",
"1713735444.206","2919","30.99","1264","2918",
"1713735444.212","2956","31.04","1265","2918",
"1713735444.217","2888","31.97","1266","2917",
"1713735444.223","2905","32.14","1267",,
"1713735444.224",,,,"2915",
"1713735444.229","2954","32.3","1268","2912",
"1713735444.234","2906","33.96","1269","2908",
"1713735444.24","2908","35.04",,,
"1713735444.241",,,"1270","2903",
"1713735444.246","2957","35.36","1271","2897",
"1713735444.252","2936","37.71","1272","2888",
"1713735444.257","2921","39.51","1273",,
"1713735444.258",,,,"2882",
"1713735444.263","2956","40.04","1274","2875",
"1713735444.269","2958","41.68","1275","2866",
"1713735444.274","2920","43.14","1276",,
"1713735444.275",,,,"2863",
"1713735444.28","2952","43.47","1277","2858",
"1713735444.286","2968","44.38","1278","2854",
"1713735444.291","2908",,,,
"1713735444.292",,"45.24","1279","2855",
"1713735444.297","2927",,,,
"1713735444.298",,"45.45","1280","2855",
"1713735444.303","2958","45.83","1281","2857",
"1713735444.309","2904","46.61","1282","2861",
"1713735444.315","2909","46.93","1283","2864",
"1713735444.32","2957","47.11","1284","2866",
"1713735444.326","2908","48.12","1285","2868",
"1713735444.332","2911",,,,
"1713735444.333",,"48.87","1286","2868",
"1713735444.337","2958",,,,
"1713735444.338",,"49.19","1287","2868",
"1713735444.343","2936","50.76","1288","2865",
"1713735444.349","2922","52.03","1289","2860",
"1713735444.355","2959","52.54","1290","2855",
"1713735444.36","2959","54.3","1291",,
"1713735444.361",,,,"2847",
"1713735444.366","2923","55.72",,,
"1713735444.367",,,"1292","2841",
"1713735444.372","2957","56.31","1293","2834",
"1713735444.377","2974","57.47",,,
"1713735444.378",,,"1294","2828",
"1713735444.383","2910",,,,
"1713735444.384",,"58.71","1295","2823",
"1713735444.389","2938","59.17","1296","2820",
"1713735444.395","2968","59.73","1297","2817",
"1713735444.4","2893",,,,
"1713735444.401",,"60.52","1298","2818",
"1713735444.407","2910","60.81","1299","2819",
"1713735444.412","2955","61.03","1300","2823",
"1713735444.418","2877","61.6","1301","2827",
"1713735444.424","2893","61.83","1302",,
"1713735444.425",,,,"2832",
"1713735444.43","2942","61.88","1303","2837",
"1713735444.435","2891","62.52","1304","2840",
"1713735444.44","2894",,,,
"1713735444.441",,"62.92",,,
"1713735444.442",,,"1305","2844",
"1713735444.446","2944","63","1306","2847",
"1713735444.452","2921","63.61","1307","2846",
"1713735444.457","2906",,,,
"1713735444.459",,"64.06","1308","2848",
"1713735444.463","2954",,,,
"1713735444.464",,"64.13","1309","2848",
"1713735444.469","2943","64.5","1310","2845",
"1713735444.475","2910","64.88",,,
"1713735444.476",,,"1311","2845",
"1713735444.48","2942",,,,
"1713735444.481",,"64.91","1312","2844",
"1713735444.486","2967","65.07","1313",,
"1713735444.487",,,,"2842",
"1713735444.492","2907","65.01","1314","2844",
"1713735444.498","2927","65.01","1315","2844",
"1713735444.503","2966",,,,
"1713735444.504",,"64.99","1316","2845",
"1713735444.509","2907","64.83","1317",,
"1713735444.51",,,,"2848",
"1713735444.515","2923",,,,
"1713735444.516",,"64.82","1318","2850",
"1713735444.52","2969",,,,
"1713735444.521",,"64.72","1319","2851",
"1713735444.526","2922","64.5","1320",,
"1713735444.527",,,,"2853",
"1713735444.533","2935","64.54","1321","2854",
"1713735444.538","2974","64.3","1322","2855",
"1713735444.543","2953",,,,
"1713735444.544",,"64.08","1323","2855",
"1713735444.549","2941",,,,
"1713735444.55",,"63.92","1324","2854",
"1713735444.555","2987","63.58","1325","2852",
"1713735444.56","2984",,,,
"1713735444.561",,"63.03","1326","2849",
"1713735444.566","2951",,,,
"1713735444.568",,"62.47","1327","2846",
"1713735444.572","2982","61.98","1328","2844",
"1713735444.578","2999","61.3","1329","2840",
"1713735444.583","2936",,,,
"1713735444.584",,"60.24",,,
"1713735444.585",,,"1330","2840",
"1713735444.589","2959","59.83","1331","2839",
"1713735444.595","2989","59.09","1332","2838",
"1713735444.6","2919",,,,
"1713735444.601",,"57.92","1333",,
"1713735444.602",,,,"2840",
"1713735444.606","2940","57.62",,,
"1713735444.607",,,"1334","2842",
"1713735444.612","2984","57.07","1335","2845",
"1713735444.618","2920","55.77","1336",,
"1713735444.619",,,,"2850",
"1713735444.623","2937",,,,
"1713735444.624",,"55.42","1337","2854",
"1713735444.629","2988","54.92","1338","2859",
"1713735444.635","2939","53.45","1339","2862",
"1713735444.641","2943","52.79","1340",,
"1713735444.642",,,,"2865",
"1713735444.646","2989","52.08","1341",,
"1713735444.647",,,,"2867",
"1713735444.652","2959","50.44","1342","2865",
"1713735444.658","2955",,,,
"1713735444.659",,"49.33","1343","2866",
"1713735444.663","2988",,,,
"1713735444.664",,"48.25","1344","2865",
"1713735444.669","2974","46.35","1345","2862",
"1713735444.675","2938",,,,
"1713735444.676",,"44.67","1346","2861",
"1713735444.68","2968",,,,
"1713735444.681",,"43.77","1347","2859",
"1713735444.686","2971","42.03","1348",,
"1713735444.687",,,,"2855",
"1713735444.692","2906","40.15",,,
"1713735444.693",,,"1349","2855",
"1713735444.698","2925","39.69","1350","2854",
"1713735444.703","2951",,,,
"1713735444.704",,"38.79","1351","2853",
"1713735444.709","2878","37.27","1352",,
"1713735444.71",,,,"2856",
"1713735444.715","2892","37.12","1353","2856",
"1713735444.72","2936",,,,
"1713735444.721",,"36.8","1354","2858",
"1713735444.726","2877","35.58","1355",,
"1713735444.727",,,,"2859",
"1713735444.732","2877","35.37","1356","2860",
"1713735444.737","2924",,,,
"1713735444.738",,"35.34","1357","2861",
"1713735444.743","2889",,,,
"1713735444.744",,"34.34","1358","2862",
"1713735444.785","2876","33.93","1359","2862",
"1713735444.786","2921","33.91","1360",,
"1713735444.787","2907","32.88","1361","2862",
"1713735444.788","2873",,,"2861",
"1713735444.789","2909","32.07","1362","2861",
"1713735444.79","2911","31.24","1363","2862",
"1713735444.791","2855","30.26","1365","2862",
"1713735444.792",,,,"2866",
"1713735444.795","2877","30.99","1366","2869",
"1713735444.797","2891","31","1367",,
"1713735444.798",,,,"2872",
"1713735444.801","2826","30.55",,,
"1713735444.803",,,"1368","2877",
"1713735444.806","2842","31.36",,,
"1713735444.807",,,"1369","2882",
"1713735444.812","2878","32.18",,,
"1713735444.813",,,"1370","2888",
"1713735444.817","2797",,,,
"1713735444.818",,"31.97","1371",,
"1713735444.82",,,,"2893",
"1713735444.823","2811","32.25",,,
"1713735444.824",,,"1372","2898",
"1713735444.829","2863","32.98",,,
"1713735444.83",,,"1373","2901",
"1713735444.835","2808","32.87","1374","2902",
"1713735444.84","2810",,,,
"1713735444.841",,"32.84","1375","2901",
"1713735444.846","2871","33.2",,,
"1713735444.847",,,"1376","2901",
"1713735444.852","2830","33.12","1377",,
"1713735444.853",,,,"2895",
"1713735444.858","2824",,,,
"1713735444.859",,"33.11","1378","2892",
"1713735444.863","2876","33.35",,,
"1713735444.864",,,"1379","2888",
"1713735444.869","2862","33.2","1380","2881",
"1713735444.875","2827","33.11","1381","2878",
"1713735444.88","2863","33.49","1382","2874",
"1713735444.886","2876","33.39","1383","2869",
"1713735444.892","2813","33.15",,,
"1713735444.893",,,"1384","2871",
"1713735444.898","2831","33.52","1385","2871",
"1713735444.904","2860","33.72","1386","2871",
"1713735444.909","2783",,,,
"1713735444.91",,"33.65","1387","2876",
"1713735444.915","2797","33.64","1388","2879",
"1713735444.92","2839","33.85","1389","2882",
"1713735444.926","2766","33.85","1390",,
"1713735444.927",,,,"2887",
"1713735444.931","2775",,,,
"1713735444.932",,"33.21","1391","2889",
"1713735444.937","2825","32.96",,,
"1713735444.938",,,"1392","2890",
"1713735444.943","2781","32.95","1393",,
"1713735444.944",,,,"2890",
"1713735444.948","2766",,,,
"1713735444.949",,"32.39","1394","2889",
"1713735444.954","2829","31.65","1395",,
"1713735444.955",,,,"2886",
"1713735444.96","2813","31.78","1396","2881",
"1713735444.966","2782","31.69","1397","2877",
"1713735444.971","2840","31.22",,,
"1713735444.972",,,"1398","2873",
"1713735444.977","2846","31.27","1399","2868",
"1713735444.983","2796","31.33","1400","2866",
"1713735444.989","2840","31.13","1401","2865",
"1713735444.995","2871","31.17","1402","2864",
"1713735445.001","2795",,,,
"1713735445.002",,"31.06","1403","2866",
"1713735445.006","2824","30.95","1404","2868",
"1713735445.012","2861","31.22","1405","2872",
"1713735445.017","2792",,,,
"1713735445.018",,"31.18","1406","2876",
"1713735445.023","2810",,,,
"1713735445.024",,"30.86","1407","2879",
"1713735445.029","2858","30.99","1408","2883",
"1713735445.035","2796","31.04",,,
"1713735445.036",,,"1409","2883",
"1713735445.04","2799",,,,
"1713735445.041",,"30.62","1410","2884",
"1713735445.046","2858","30.49","1411",,
"1713735445.047",,,,"2884",
"1713735445.052","2815","30.73","1412","2880",
"1713735445.058","2808","30.63","1413","2879",
"1713735445.063","2860","30.52",,,
"1713735445.064",,,"1414","2876",
"1713735445.069","2844","30.71","1415","2871",
"1713735445.075","2812","30.78","1416","2869",
"1713735445.08","2856",,,,
"1713735445.081",,"30.72","1417","2867",
"1713735445.086","2861",,,,
"1713735445.087",,"30.71","1418","2864",
"1713735445.093","2807","30.7","1419","2867",
"1713735445.098","2830","30.71","1420","2868",
"1713735445.103","2860","30.75",,,
"1713735445.104",,,"1421","2870",
"1713735445.11","2794","30.73","1422","2875",
"1713735445.115","2811","30.53","1423","2878",
"1713735445.12","2855",,,,
"1713735445.121",,"30.59","1424","2882",
"1713735445.126","2793",,,,
"1713735445.127",,"30.59","1425",,
"1713735445.128",,,,"2887",
"1713735445.132","2793","30.14","1426","2889",
"1713735445.138","2843","30","1427","2892",
"1713735445.143","2798","30.01",,,
"1713735445.144",,,"1428","2894",
"1713735445.149","2794","29.5","1429",,
"1713735445.15",,,,"2893",
"1713735445.155","2847","29.1","1430","2891",
"1713735445.161","2841","29.24","1431",,
"1713735445.164",,,,"2888",
"1713735445.166","2809","29.33","1432",,
"1713735445.167",,,,"2886",
"1713735445.172","2859","29.07","1433","2883",
"1713735445.177","2873",,,,
"1713735445.178",,"29.17","1434","2879",
"1713735445.183","2824",,,,
"1713735445.184",,"29.21","1435","2877",
"1713735445.189","2858","29.25","1436","2876",
"1713735445.195","2889","29.26","1437","2875",
"1713735445.201","2815","29.07","1438",,
"1713735445.202",,,,"2877",
"1713735445.206","2842","29.2",,,
"1713735445.207",,,"1439","2879",
"1713735445.212","2878","29.57","1440","2883",
"1713735445.218","2808",,,,
"1713735445.219",,"29.49","1441","2887",
"1713735445.223","2825",,,,
"1713735445.224",,"29.34","1442","2891",
"1713735445.229","2875","29.65",,,
"1713735445.23",,,"1443","2895",
"1713735445.235","2808",,,,
"1713735445.236",,"29.63","1444","2897",
"1713735445.24","2815",,,,
"1713735445.241",,"29.25","1445","2899",
"1713735445.246","2871","29.29","1446",,
"1713735445.247",,,,"2899",
"1713735445.252","2826","29.46",,,
"1713735445.253",,,"1447","2896",
"1713735445.257","2811",,,,
"1713735445.258",,"29.34","1448","2894",
"1713735445.263","2863","29",,,
"1713735445.264",,,"1449","2891",
"1713735445.271","2846","29.4","1450",,
"1713735445.272",,,,"2884",
"1713735445.275","2813","29.58","1451",,
"1713735445.276",,,,"2880",
"1713735445.28","2858",,,,
"1713735445.281",,"29.28","1452","2875",
"1713735445.286","2861","29.45","1453",,
"1713735445.287",,,,"2869",
"1713735445.292","2811","29.64","1454","2868",
"1713735445.298","2845","29.32","1455","2866",
"1713735445.303","2874","29.29",,,
"1713735445.304",,,"1456","2865",
"1713735445.31","2810","29.29","1457","2868",
"1713735445.315","2830","29.05","1458","2870",
"1713735445.32","2874",,,,
"1713735445.321",,"29.06","1459","2872",
"1713735445.327","2812","29.06","1460",,
"1713735445.328",,,,"2877",
"1713735445.332","2827","28.72","1461","2880",
"1713735445.338","2878","28.84","1462","2885",
"1713735445.343","2843",,,,
"1713735445.344",,"28.89",,,
"1713735445.345",,,"1463","2887",
"1713735445.349","2843","28.83","1464","2888",
"1713735445.355","2903","28.92","1465","2889",
"1713735445.36","2878",,,,
"1713735445.362",,"28.84",,,
"1713735445.363",,,"1466","2887",
"1713735445.366","2858","28.98",,,
"1713735445.367",,,"1467","2884",
"1713735445.372","2904","29.01","1468","2881",
"1713735445.377","2906",,,,
"1713735445.378",,"28.89",,,
"1713735445.379",,,"1469","2876",
"1713735445.383","2858","28.85",,,
"1713735445.384",,,"1470","2873",
"1713735445.389","2891","28.89","1471","2871",
"1713735445.395","2908","28.73","1472",,
"1713735445.396",,,,"2868",
"1713735445.4","2840",,,,
"1713735445.401",,"28.35","1473","2868",
"1713735445.406","2859","28.47","1474",,
"1713735445.407",,,,"2869",
"1713735445.412","2892","28.62","1475","2871",
"1713735445.418","2811",,,,
