timestamp(ms),SignalStdIFR,Count, SignalACIFR, SignalACIFRNAOFILT,SignalS> SignalACIFRNAOFILT,
"1713735082.21","14.96","133","2386","2328",,
"1713735082.216","14.77","134","2387","2332",,
"1713735082.221",,,,"2320",,
"1713735082.222","14.54","135","2385",,,
"1713735082.228","14.02","136","2386","2319",,
"1713735082.233","13.55","137",,"2328",,
"1713735082.234",,,"2387",,,
"1713735082.238",,,,"2317",,
"1713735082.239","13.17","138","2386",,,
"1713735082.244","12.44",,,"2327",,
"1713735082.245",,"139","2386",,,
"1713735082.25","12.04",,,"2328",,
"1713735082.251",,"140","2386",,,
"1713735082.256",,,,"2327",,
"1713735082.257","11.58","141","2385",,,
"1713735082.261",,,,"2329",,
"1713735082.262","11.05","142","2385",,,
"1713735082.267","10.64","143","2385","2330",,
"1713735082.273",,,,"2329",,
"1713735082.274","10.13","144","2384",,,
"1713735082.278","9.55",,,"2333",,
"1713735082.279",,"145",,,,
"1713735082.285","9.29","0",,"2332",,
"1713735082.29","10.72","0",,"2330",,
"1713735082.291",,,"2377",,,
"1713735082.296",,,,"2345",,
"1713735082.297","11.93","1","2371",,,
"1713735082.301","12.32",,,"2343",,
"1713735082.302",,"2","2367",,,
"1713735082.307","12.28","3",,"2344",,
"1713735082.308",,,"2365",,,
"1713735082.313","12.14","4","2364","2348",,
"1713735082.318",,,,"2347",,
"1713735082.319","12.05","5","2363",,,
"1713735082.324",,,,"2345",,
"1713735082.325","11.96","6","2365",,,
"1713735082.33","11.89",,,"2360",,
"1713735082.331",,"7","2366",,,
"1713735082.336","11.96","8","2367","2349",,
"1713735082.341","11.87",,,"2348",,
"1713735082.342",,"9","2368",,,
"1713735082.347","11.85","10",,"2362",,
"1713735082.348",,,"2376",,,
"1713735082.353","11.85",,,"2352",,
"1713735082.354",,"11","2381",,,
"1713735082.358",,,,"2349",,
"1713735082.359","11.79","12","2385",,,
"1713735082.364","11.77",,,"2363",,
"1713735082.365",,"13","2388",,,
"1713735082.371","11.77","14","2388","2352",,
"1713735082.376","11.7","15","2388","2351",,
"1713735082.381",,,,"2364",,
"1713735082.382","11.67","16","2387",,,
"1713735082.387",,,,"2359",,
"1713735082.388","11.68","17",,,,
"1713735082.389",,,"2385",,,
"1713735082.393","11.77","18","2383","2358",,
"1713735082.398",,,,"2365",,
"1713735082.399","11.76","19","2381",,,
"1713735082.404","11.9",,,"2360",,
"1713735082.405",,"20","2378",,,
"1713735082.41","12.24","21","2376","2361",,
"1713735082.416","12.33","22",,"2364",,
"1713735082.417",,,"2374",,,
"1713735082.421",,,,"2362",,
"1713735082.422","12.76","23","2370",,,
"1713735082.427","13.24",,,"2361",,
"1713735082.428",,"24","2366",,,
"1713735082.433","13.57","25",,"2366",,
"1713735082.434",,,"2363",,,
"1713735082.439","14.01","26","2359","2362",,
"1713735082.445","14.69","27","2356","2361",,
"1713735082.45","15.02","28","2354","2364",,
"1713735082.456","15.66","29","2349","2364",,
"1713735082.461",,,,"2364",,
"1713735082.463","16.22","30","2347",,,
"1713735082.467","16.5","31",,"2366",,
"1713735082.468",,,"2346",,,
"1713735082.473","16.85","32","2343","2363",,
"1713735082.478",,,,"2364",,
"1713735082.479","17.16",,,,,
"1713735082.48",,"33","2343",,,
"1713735082.484","17.4",,,"2366",,
"1713735082.485",,"34","2343",,,
"1713735082.491","17.61","35",,"2364",,
"1713735082.492",,,"2343",,,
"1713735082.496","17.82","36","2343","2367",,
"1713735082.501",,,,"2366",,
"1713735082.502","17.97","37","2344",,,
"1713735082.507","18.13","38",,"2363",,
"1713735082.508",,,"2344",,,
"1713735082.513","18.27","39","2347","2367",,
"1713735082.519",,,,"2364",,
"1713735082.52","18.31","40","2349",,,
"1713735082.524","18.34",,,"2363",,
"1713735082.525",,"41","2349",,,
"1713735082.53","18.36","42","2352","2367",,
"1713735082.535",,,,"2362",,
"1713735082.537","18.37","43","2354",,,
"1713735082.541",,,,"2360",,
"1713735082.542","18.4","44","2356",,,
"1713735082.547","18.4","45","2358","2366",,
"1713735082.553",,,,"2361",,
"1713735082.554","18.4",,,,,
"1713735082.555",,"46",,,,
"1713735082.556",,,"2360",,,
"1713735082.558",,,,"2361",,
"1713735082.559","18.42","47","2361",,,
"1713735082.564","18.42","48",,"2367",,
"1713735082.565",,,"2364",,,
"1713735082.57","18.4","49","2365","2362",,
"1713735082.576","18.41","50","2365","2362",,
"1713735082.581",,,,"2376",,
"1713735082.582","18.42","51","2368",,,
"1713735082.587","18.31","52",,"2363",,
"1713735082.588",,,"2368",,,
"1713735082.593",,,,"2362",,
"1713735082.594","18.31","53","2369",,,
"1713735082.598",,,,"2376",,
"1713735082.599","18.32","54","2371",,,
"1713735082.604","18.21",,,"2365",,
"1713735082.605",,"55","2371",,,
"1713735082.61",,,,"2363",,
"1713735082.611","18.19","56","2372",,,
"1713735082.616","18.21","57","2374","2375",,
"1713735082.621",,,,"2364",,
"1713735082.622","18.11","58","2374",,,
"1713735082.627","18.1","59","2376","2364",,
"1713735082.65","18.22",,,"2376",,
"1713735082.651",,"60","2378",,,
"1713735082.657",,,,"2365",,
"1713735082.658","18.11","61","2378","2367",,
"1713735082.659","18.1","62","2380","2376",,
"1713735082.66","18.17","63",,,,
"1713735082.661","18.06",,"2380","2365",,
"1713735082.662",,"64","2380",,,
"1713735082.664","18.04",,,"2366",,
"1713735082.665",,"65","2381",,,
"1713735082.667","18.13",,,"2375",,
"1713735082.668",,"66","2381",,,
"1713735082.673","18.03",,,"2366",,
"1713735082.674",,"67","2380",,,
"1713735082.678",,,,"2367",,
"1713735082.679","18.01","68","2381",,,
"1713735082.684",,,,"2366",,
"1713735082.685","17.99","69",,,,
"1713735082.686",,,"2381",,,
"1713735082.69","17.97",,,"2374",,
"1713735082.691",,"70","2379",,,
"1713735082.696","17.88","71","2379","2377",,
"1713735082.711",,,,"2376",,
"1713735082.715","17.76","72","2379",,,
"1713735082.716","17.65","73","2379","2365",,
"1713735082.725","17.63","74",,"2377",,
"1713735082.726",,,"2379",,,
"1713735082.73","17.5","75","2379","2366",,
"1713735082.731","17.46","77","2378","2377",,
"1713735082.732",,,"2378",,,
"1713735082.735",,,,"2366",,
"1713735082.736","17.32","78","2378",,,
"1713735082.742","17.29","79",,"2364",,
"1713735082.743",,,"2377",,,
"1713735082.747","17.27","80","2377","2378",,
"1713735082.753","17.11","81","2377","2363",,
"1713735082.759","17.09",,,"2363",,
"1713735082.76",,"82","2376",,,
"1713735082.764","17.08","83","2376","2376",,
"1713735082.77","16.94","84","2374","2365",,
"1713735082.775",,,,"2362",,
"1713735082.776","16.9","85",,,,
"1713735082.777",,,"2373",,,
"1713735082.781","16.91","86","2373","2377",,
"1713735082.787","16.74","87","2372","2365",,
"1713735082.793","16.71","88",,"2364",,
"1713735082.794",,,"2371",,,
"1713735082.798","16.71",,,"2378",,
"1713735082.799",,"89","2372",,,
"1713735082.804","16.52","90","2370","2365",,
"1713735082.809","16.47",,,"2361",,
"1713735082.81",,"91","2369",,,
"1713735082.815","16.48","92","2370","2374",,
"1713735082.821","16.34","93","2369","2363",,
"1713735082.828","16.3","94","2369","2362",,
"1713735082.833","16.31","95","2371","2376",,
"1713735082.838","16.13","96","2370","2364",,
"1713735082.844","16.08","97","2371","2363",,
"1713735082.85","16.08","98","2371","2343",,
"1713735082.855",,,,"2301",,
"1713735082.856","16.05","99","2370",,,
"1713735082.861","15.23","100","2371","2301",,
"1713735082.867","14.36","101","2373","2327",,
"1713735082.872","14.14",,,"2346",,
"1713735082.873",,"102","2372",,,
"1713735082.878","14.13","103","2373","2362",,
"1713735082.884","14.14","104",,"2365",,
"1713735082.885",,,"2374",,,
"1713735082.889",,,,"2366",,
"1713735082.89","14.11","105","2374",,,
"1713735082.895",,,,"2376",,
"1713735082.896","14.08","106","2375",,,
"1713735082.904","13.92","107",,"2376",,
"1713735082.905",,,"2376",,,
"1713735082.907","13.75","108",,"2367",,
"1713735082.908",,,"2376",,,
"1713735082.913","13.71","109","2377","2377",,
"1713735082.918","13.53","110",,"2366",,
"1713735082.919",,,"2377",,,
"1713735082.925","13.5","111","2377","2366",,
"1713735082.93","13.49","112","2379","2377",,
"1713735082.935","13.31","113",,"2363",,
"1713735082.936",,,"2379",,,
"1713735082.941","13.3",,,"2362",,
"1713735082.942",,"114","2378",,,
"1713735082.947","13.34","115","2379","2375",,
"1713735082.952",,,,"2360",,
"1713735082.953","13.18","116","2379",,,
"1713735082.958","13.18",,,"2349",,
"1713735082.959",,"117","2379",,,
"1713735082.964","13.25","118","2379","2362",,
"1713735082.97","13.24","119","2379","2346",,
"1713735082.975",,,,"2335",,
"1713735082.976","13.24","120","2379",,,
"1713735082.981","13.18",,,"2349",,
"1713735082.982",,"121","2379",,,
"1713735082.987","13.2","122","2379","2331",,
"1713735082.993","13.04","123","2379","2328",,
"1713735082.999",,,,"2333",,
"1713735083","12.96","124","2379",,,
"1713735083.004","12.81","125",,"2328",,
"1713735083.005",,,"2378",,,
"1713735083.01","12.54","126","2378","2318",,
"1713735083.017","12.06","127","2379","2331",,
"1713735083.021","11.83",,,"2317",,
"1713735083.022",,"128","2378",,,
"1713735083.027","11.19","129","2378","2319",,
"1713735083.033",,,,"2330",,
"1713735083.034","10.77","130","2379",,,
"1713735083.038",,,,"2326",,
"1713735083.039","10.46","131","2379",,,
"1713735083.044","10.01",,,"2327",,
"1713735083.045",,"132","2379",,,
"1713735083.05","9.58","133",,"2331",,
"1713735083.055",,,,"2331",,
"1713735083.056","9.58","0",,,,
"1713735083.061",,,,"2331",,
"1713735083.062","11.01","0","2373",,,
"1713735083.067","11.98",,,"2334",,
"1713735083.068",,"1","2367",,,
"1713735083.073",,,,"2333",,
"1713735083.074","12.38","2","2364",,,
"1713735083.078",,,,"2335",,
"1713735083.079","12.33","3","2363",,,
"1713735083.084","12.15",,,"2343",,
"1713735083.085",,"4","2363",,,
"1713735083.09","12.08","5",,"2345",,
"1713735083.091",,,"2363",,,
"1713735083.096","12.05","6","2363","2348",,
"1713735083.101",,,,"2345",,
"1713735083.102","12.05","7","2363",,,
"1713735083.107","12","8",,"2346",,
"1713735083.108",,,"2363",,,
"1713735083.114","11.98","9","2365","2360",,
"1713735083.118",,,,"2347",,
"1713735083.119","12.01","10","2371",,,
"1713735083.124","12",,,"2346",,
"1713735083.125",,"11","2377",,,
"1713735083.13",,,,"2361",,
"1713735083.131","11.98","12","2381",,,
"1713735083.136","11.99","13","2382","2351",,
"1713735083.141","11.98",,,"2348",,
"1713735083.142",,"14","2382",,,
"1713735083.147",,,,"2363",,
"1713735083.148","11.96",,,,,
"1713735083.149",,"15","2382",,,
"1713735083.153","11.95","16","2382","2351",,
"1713735083.159",,,,"2350",,
"1713735083.16","11.96","17","2381",,,
"1713735083.164","11.93",,,"2364",,
"1713735083.165",,"18","2381",,,
"1713735083.17","11.99","19",,"2352",,
"1713735083.171",,,"2378",,,
"1713735083.176","12.06","20","2376","2360",,
"1713735083.181",,,,"2366",,
"1713735083.182","12.12","21","2373",,,
"1713735083.188","12.44","22","2370","2362",,
"1713735083.193","12.78","23","2366","2360",,
"1713735083.198",,,,"2378",,
"1713735083.199","13.03","24","2363",,,
"1713735083.205","13.47","25","2358","2362",,
"1713735083.21","14.03","26","2354","2362",,
"1713735083.216","14.3","27","2351","2375",,
"1713735083.221","14.76","28","2346","2361",,
"1713735083.227","15.31","29","2344","2361",,
"1713735083.232",,,,"2376",,
"1713735083.233","15.71","30","2341",,,
"1713735083.238","16.04","31",,"2361",,
"1713735083.239",,,"2338",,,
"1713735083.244","16.44","32","2337","2360",,
"1713735083.25","16.62","33","2337","2364",,
"1713735083.256","16.78","34","2336","2361",,
"1713735083.261","16.95","35","2337","2361",,
"1713735083.267","17.06","36","2338","2364",,
"1713735083.272",,,,"2361",,
"1713735083.273","17.17","37","2338",,,
"1713735083.278",,,,"2362",,
"1713735083.279","17.27","38","2340",,,
"1713735083.284","17.32","39","2342","2361",,
"1713735083.29","17.38","40","2343","2360",,
"1713735083.295",,,,"2363",,
"1713735083.296","17.42","41","2346",,,
"1713735083.301","17.39","42","2348","2359",,
"1713735083.307","17.37","43","2350","2350",,
"1713735083.313","17.38",,,"2361",,
"1713735083.314",,"44","2353",,,
"1713735083.318","17.35",,,"2351",,
"1713735083.319",,"45","2355",,,
"1713735083.324","17.35","46",,"2350",,
"1713735083.325",,,"2357",,,
"1713735083.33","17.35","47","2360","2362",,
"1713735083.336","17.31","48","2361","2349",,
"1713735083.341","17.31",,,"2349",,
"1713735083.342",,"49","2363",,,
"1713735083.347","17.31","50","2366","2363",,
"1713735083.353",,,,"2350",,
"1713735083.354","17.26","51","2366",,,
"1713735083.358",,,,"2348",,
"1713735083.359","17.26","52","2368",,,
"1713735083.364","17.31","53",,"2364",,
"1713735083.365",,,"2369",,,
"1713735083.37",,,,"2349",,
"1713735083.371","17.28","54","2370",,,
"1713735083.376","17.3","55","2372","2349",,
"1713735083.381",,,,"2362",,
"1713735083.382","17.37","56","2373",,,
"1713735083.387","17.33",,,"2351",,
"1713735083.388",,"57","2374",,,
"1713735083.393","17.36","58","2375","2350",,
"1713735083.398",,,,"2363",,
"1713735083.399","17.44","59","2377",,,
"1713735083.404","17.43","60",,"2350",,
"1713735083.406",,,"2377",,,
"1713735083.41","17.47","61","2378","2349",,
"1713735083.416","17.62","62","2379","2362",,
"1713735083.421",,,,"2351",,
"1713735083.422","17.63","63","2379",,,
"1713735083.428","17.66","64","2379","2350",,
"1713735083.433","17.73","65","2380","2362",,
"1713735083.438",,,,"2359",,
"1713735083.439","17.72","66","2380",,,
"1713735083.444",,,,"2360",,
"1713735083.445","17.73","67",,,,
"1713735083.446",,,"2380",,,
"1713735083.45","17.75","68","2380","2363",,
"1713735083.456","17.73","69","2380","2361",,
"1713735083.461",,,,"2362",,
"1713735083.462","17.73",,,,,
"1713735083.463",,"70","2380",,,
"1713735083.467","17.75","71",,"2362",,
"1713735083.468",,,"2380",,,
"1713735083.473","17.73","72",,"2359",,
"1713735083.474",,,"2379",,,
"1713735083.479",,,,"2363",,
"1713735083.48","17.74","73","2380",,,
"1713735083.485","17.73","74","2379","2363",,
"1713735083.49","17.69","75","2377","2362",,
"1713735083.496","17.68","76","2377","2365",,
"1713735083.502","17.64","77",,"2363",,
"1713735083.503",,,"2376",,,
"1713735083.507","17.6","78",,"2362",,
"1713735083.508",,,"2375",,,
"1713735083.513","17.58","79","2375","2366",,
"1713735083.518",,,,"2362",,
"1713735083.52","17.54","80","2374",,,
"1713735083.524","17.51",,,"2361",,
"1713735083.525",,"81","2372",,,
"1713735083.53","17.5","82","2372","2366",,
"1713735083.536","17.43",,,"2361",,
"1713735083.537",,"83",,,,
"1713735083.538",,,"2371",,,
"1713735083.541","17.4",,,"2359",,
"1713735083.542",,"84","2370",,,
"1713735083.547","17.4",,,"2366",,
"1713735083.548",,"85","2370",,,
"1713735083.553","17.33","86",,"2361",,
"1713735083.554",,,"2369",,,
"1713735083.558",,,,"2362",,
"1713735083.559","17.3","87","2367",,,
"1713735083.564","17.28","88","2368","2375",,
"1713735083.57","17.1","89",,"2361",,
"1713735083.571",,,"2367",,,
"1713735083.576",,,,"2359",,
"1713735083.577","17.06","90","2367",,,
"1713735083.581","17.07",,,"2367",,
"1713735083.582",,"91","2368",,,
"1713735083.587","16.98","92","2367","2362",,
"1713735083.594","16.93","93","2367","2352",,
"1713735083.598",,,,"2377",,
"1713735083.599","16.97","94","2368",,,
"1713735083.604","16.74","95",,"2362",,
"1713735083.605",,,"2368",,,
"1713735083.61",,,,"2361",,
"1713735083.612","16.69","96","2369",,,
"1713735083.616","16.72","97","2371","2366",,
"1713735083.621","16.63",,,"2331",,
"1713735083.622",,"98","2370",,,
"1713735083.627","16.56","99","2371","2297",,
"1713735083.633","15.79","100","2372","2303",,
"1713735083.638",,,,"2318",,
"1713735083.639","15.1","101","2371",,,
"1713735083.644",,,,"2336",,
"1713735083.645","14.75","102","2373",,,
"1713735083.651","14.73","103","2374","2362",,
"1713735083.655",,,,"2363",,
"1713735083.656","14.69","104","2373",,,
"1713735083.661","14.67",,,"2366",,
"1713735083.662",,"105","2374",,,
"1713735083.668","14.62","106","2374","2366",,
"1713735083.673","14.54","107","2374","2364",,
"1713735083.679",,,,"2367",,
"1713735083.68","14.51","108","2375",,,
"1713735083.684",,,,"2367",,
"1713735083.685","14.46",,,,,
"1713735083.686",,"109","2375",,,
"1713735083.69","14.4","110","2375","2367",,
"1713735083.695",,,,"2368",,
"1713735083.696","14.35","111","2376",,,
"1713735083.701","14.28",,,"2364",,
"1713735083.702",,"112","2376",,,
"1713735083.707","14.25","113","2376","2364",,
"1713735083.713","14.23","114","2377","2367",,
"1713735083.718",,,,"2360",,
"1713735083.719","14.17","115","2377",,,
"1713735083.724","14.16",,,"2350",,
"1713735083.725",,"116","2377",,,
"1713735083.73","14.21","117","2378","2362",,
"1713735083.736","14.2","118","2378","2346",,
"1713735083.742","14.24","119",,"2344",,
"1713735083.743",,,"2377",,,
"1713735083.747",,,,"2346",,
"1713735083.748","14.31","120","2378",,,
"1713735083.753","14.35","121","2378","2329",,
"1713735083.758",,,,"2328",,
"1713735083.759","14.22","122","2378",,,
"1713735083.764","14.23","123",,"2332",,
"1713735083.765",,,"2380",,,
"1713735083.77","14.14","124",,"2317",,
"1713735083.771",,,"2380",,,
"1713735083.775",,,,"2317",,
"1713735083.777","13.74","125","2380",,,
"1713735083.781","13.36",,,"2328",,
"1713735083.782",,"126","2381",,,
"1713735083.787","13.16",,,"2314",,
"1713735083.788",,"127","2380",,,
"1713735083.793","12.59",,,"2314",,
"1713735083.794",,"128","2381",,,
"1713735083.798",,,,"2319",,
"1713735083.799","12.02","129","2382",,,
"1713735083.804","11.52",,,"2315",,
"1713735083.805",,"130","2382",,,
"1713735083.81","10.83","131","2382","2317",,
"1713735083.816","10.34","132","2383","2328",,
"1713735083.84","10",,,"2327",,
"1713735083.841",,"133","2382",,,
"1713735083.844","9.61","134",,"2331",,
"1713735083.845","9.2",,,,,
"1713735083.846","10.48","0",,"2329",,
"1713735083.847",,"0","2375",,,
"1713735083.853",,,,"2331",,
"1713735083.854","11.39","1","2370","2334",,
"1713735083.855",,"2","2367",,,
"1713735083.857","11.22",,,"2334",,
"1713735083.858",,"3","2365",,,
"1713735083.863","11.02","4","2365","2335",,
"1713735083.868","10.86",,,"2345",,
"1713735083.869",,"5","2366",,,
"1713735083.874","10.96","6",,"2345",,
"1713735083.875",,,"2367",,,
"1713735083.878",,,,"2346",,
"1713735083.879","11.07","7","2369",,,
"1713735083.884","11.21",,,"2346",,
"1713735083.885",,"8","2369",,,
"1713735083.89",,,,"2347",,
"1713735083.891","11.29","9",,,,
"1713735083.892",,,"2370",,,
"1713735083.895",,,,"2350",,
"1713735083.896","11.42","10","2378",,,
"1713735083.901",,,,"2348",,
"1713735083.902","11.54","11","2384",,,
"1713735083.907","11.61",,,"2350",,
"1713735083.908",,"12","2388",,,
"1713735083.912",,,,"2351",,
"1713735083.913","11.61","13","2390",,,
"1713735083.918","11.59","14","2390","2350",,
"1713735083.924","11.57","15",,"2350",,
"1713735083.925",,,"2389",,,
"1713735083.93","11.54",,,"2363",,
"1713735083.931",,"16","2388",,,
"1713735083.935","11.56","17",,"2359",,
"1713735083.936",,,"2385",,,
"1713735083.941","11.61","18",,"2359",,
"1713735083.942",,,"2382",,,
"1713735083.947","11.64","19","2379","2366",,
"1713735083.953","11.73","20","2375","2352",,
"1713735083.958","12.01","21",,"2360",,
"1713735083.959",,,"2371",,,
"1713735083.964",,,,"2367",,
"1713735083.965","12.1","22","2368",,,
"1713735083.969",,,,"2362",,
"1713735083.97","12.42","23","2363",,,
"1713735083.975","12.76",,,"2361",,
"1713735083.976",,"24","2360",,,
"1713735083.981","12.97",,,"2374",,
"1713735083.982",,"25","2357",,,
"1713735083.987","13.21","26","2353","2363",,
"1713735083.992","13.73","27",,"2362",,
"1713735083.993",,,"2351",,,
"1713735083.998","13.9","28",,"2366",,
"1713735083.999",,,"2349",,,
"1713735084.004","14.14","29","2347","2361",,
"1713735084.009",,,,"2360",,
"1713735084.01","14.4","30","2346",,,
"1713735084.015","14.44","31","2346","2364",,
"1713735084.021","14.63",,,"2360",,
"1713735084.022",,"32","2346",,,
"1713735084.027","14.79","33","2347","2361",,
"1713735084.032",,,,"2364",,
"1713735084.033","14.8","34","2349",,,
"1713735084.039","14.93","35","2349","2359",,
"1713735084.044","15.06","36","2351","2360",,
"1713735084.049",,,,"2362",,
"1713735084.05","15.06","37","2352",,,
"1713735084.055",,,,"2351",,
"1713735084.056","15.14","38","2353",,,
"1713735084.061","15.17","39","2355","2360",,
"1713735084.067","15.16","40","2357","2359",,
"1713735084.072",,,,"2352",,
"1713735084.073","15.16","41","2358",,,
"1713735084.078","15.17","42","2361","2359",,
"1713735084.084","15.17","43","2363","2361",,
"1713735084.089",,,,"2350",,
"1713735084.09","15.15","44","2364",,,
"1713735084.096","15.16","45","2367","2359",,
"1713735084.101","15.18","46","2369","2348",,
"1713735084.107",,,,"2348",,
"1713735084.108","15.19","47","2371",,,
"1713735084.113","15.21","48","2373","2360",,
"1713735084.118","15.23","49","2375","2347",,
"1713735084.124","15.24","50","2376","2348",,
"1713735084.129",,,,"2360",,
"1713735084.13","15.28","51","2378",,,
"1713735084.135","15.3","52","2378","2349",,
"1713735084.141","15.32","53","2379","2347",,
"1713735084.147","15.46","54",,"2360",,
"1713735084.148",,,"2380",,,
"1713735084.153","15.47","55","2381","2347",,
"1713735084.158",,,,"2348",,
"1713735084.159","15.48","56","2381",,,
"1713735084.164","15.61","57",,"2362",,
"1713735084.165",,,"2383",,,
"1713735084.171","15.63","58","2383","2349",,
"1713735084.175",,,,"2350",,
"1713735084.176","15.65","59","2384",,,
"1713735084.181","15.82",,,"2365",,
"1713735084.182",,"60","2385",,,
"1713735084.188","15.82","61","2385","2349",,
"1713735084.193","15.84","62",,"2358",,
"1713735084.194",,,"2386",,,
"1713735084.198",,,,"2364",,
"1713735084.199","15.99","63","2387",,,
"1713735084.204",,,,"2359",,
"1713735084.205","16",,,,,
"1713735084.206",,"64","2386",,,
"1713735084.21","16.01","65","2386","2351",,
"1713735084.216","16.16","66","2387","2363",,
"1713735084.221","16.16","67",,"2350",,
"1713735084.222",,,"2386",,,
"1713735084.227","16.16","68","2386","2360",,
"1713735084.233","16.28","69","2386","2361",,
"1713735084.238",,,,"2351",,
"1713735084.239","16.29","70","2385",,,
"1713735084.244","16.28","71",,"2360",,
"1713735084.245",,,"2385",,,
"1713735084.25","16.31","72","2384","2362",,
"1713735084.255",,,,"2360",,
"1713735084.256","16.31","73","2382",,,
"1713735084.262","16.31","74","2382","2362",,
"1713735084.267","16.32","75","2382","2361",,
"1713735084.273","16.32","76","2380","2361",,
"1713735084.278",,,,"2362",,
"1713735084.28","16.32","77","2380",,,
"1713735084.284","16.32","78",,"2360",,
"1713735084.285",,,"2380",,,
"1713735084.29","16.32","79","2378","2359",,
"1713735084.295",,,,"2362",,
"1713735084.296","16.32",,,,,
"1713735084.297",,"80","2379",,,
"1713735084.301",,,,"2361",,
"1713735084.302","16.32","81","2378",,,
"1713735084.307","16.31","82","2378","2361",,
"1713735084.313","16.31","83","2378","2366",,
"1713735084.318","16.29",,,"2362",,
"1713735084.319",,"84","2378",,,
"1713735084.324","16.29",,,"2361",,
"1713735084.325",,"85","2378",,,
"1713735084.33","16.3","86","2379","2375",,
"1713735084.336",,,,"2363",,
"1713735084.337","16.2","87","2379",,,
"1713735084.341",,,,"2362",,
"1713735084.342","16.19","88","2378",,,
"1713735084.347","16.21","89","2379","2368",,
"1713735084.353",,,,"2362",,
"1713735084.354","16.18","90","2379",,,
"1713735084.358",,,,"2362",,
"1713735084.359","16.18","91","2378",,,
"1713735084.364","16.2",,,"2367",,
"1713735084.365",,"92","2379",,,
"1713735084.37","16.18",,,"2362",,
"1713735084.371",,"93","2379",,,
"1713735084.375",,,,"2361",,
"1713735084.376","16.17","94","2379",,,
"1713735084.381","16.19",,,"2376",,
"1713735084.382",,"95","2379",,,
"1713735084.387","16.08","96","2378","2364",,
"1713735084.393","16.06","97","2378","2365",,
"1713735084.398",,,,"2347",,
"1713735084.399","16.07","98","2379",,,
"1713735084.404",,,,"2300",,
"1713735084.405","16.05","99","2378",,,
"1713735084.411","15.04","100","2378","2303",,
"1713735084.415",,,,"2333",,
"1713735084.416","14.04","101","2377",,,
"1713735084.421","13.87",,,"2346",,
"1713735084.422",,"102","2375",,,
"1713735084.427",,,,"2362",,
"1713735084.428","14.02",,,,,
"1713735084.429",,"103","2373",,,
"1713735084.433","14.07","104","2372","2367",,
"1713735084.438",,,,"2376",,
"1713735084.439","14.33","105","2368",,,
"1713735084.444",,,,"2377",,
"1713735084.445","14.71","106",,,,
"1713735084.446",,,"2364",,,
"1713735084.45","14.83","107","2361","2378",,
"1713735084.455",,,,"2376",,
"1713735084.456","15.29","108","2356",,,
"1713735084.461","15.76",,,"2378",,
"1713735084.462",,"109","2351",,,
"1713735084.467",,,,"2377",,
"1713735084.468","16.53","110","2345",,,
"1713735084.473","17.88","111","2337","2375",,
"1713735084.478",,,,"2368",,
"1713735084.479","19.63","112",,,,
"1713735084.48",,,"2329",,,
"1713735084.484","21.37","113","2321","2364",,
"1713735084.49","23.47","114","2312","2364",,
"1713735084.496","25.39","115","2305","2364",,
"1713735084.502","27.05","116","2297","2352",,
"1713735084.507","28.26","117","2291","2348",,
"1713735084.513","29.02","118","2288","2350",,
"1713735084.518",,,,"2343",,
"1713735084.519","29.43",,,,,
"1713735084.52",,"119","2288",,,
"1713735084.524","29.61","120","2290","2332",,
"1713735084.53","29.6","121","2297","2344",,
"1713735084.536",,,,"2329",,
"1713735084.537","29.6","122","2306",,,
"1713735084.541","29.74",,,"2328",,
"1713735084.542",,"123","2318",,,
"1713735084.547","30.35","124","2335","2334",,
"1713735084.553","31.29",,,"2327",,
"1713735084.554",,"125","2352",,,
"1713735084.558",,,,"2319",,
"1713735084.559","32.64","126","2372",,,
"1713735084.564","34.82","127",,"2334",,
"1713735084.565",,,"2394",,,
"1713735084.57","37.43","128",,"2328",,
"1713735084.571",,,"2414",,,
"1713735084.575",,,,"2328",,
"1713735084.576","39.99","129","2434",,,
"1713735084.581","43.21",,,"2344",,
"1713735084.582",,"130","2454",,,
"1713735084.587","45.76","131","2470","2330",,
"1713735084.593",,,,"2333",,
"1713735084.594","47.94","132","2485",,,
"1713735084.598",,,,"2345",,
"1713735084.599","49.98","133","2496",,,
"1713735084.604",,,,"2333",,
"1713735084.605","51.23","134","2501",,,
"1713735084.61",,,,"2334",,
"1713735084.611","51.81","135","2503",,,
"1713735084.615",,,,"2347",,
"1713735084.616","52.29","136","2500",,,
"1713735084.626",,,,"2336",,
"1713735084.627","52.46","137","2493",,,
"1713735084.629","52.46","138","2483","2344",,
"1713735084.633","52.49","139","2472","2349",,
"1713735084.638",,,,"2348",,
"1713735084.639","52.48","140","2458",,,
"1713735084.644","52.47","141","2446","2350",,
"1713735084.65","52.55","142","2436","2359",,
"1713735084.655",,,,"2352",,
"1713735084.656","52.75","143","2429",,,
"1713735084.661","53.27",,,"2361",,
"1713735084.662",,"144",,,,
"1713735084.663",,,"2428",,,
"1713735084.667","54.59","145",,"2362",,
"1713735084.668",,,"2433",,,
"1713735084.673","56.35","146","2442","2361",,
"1713735084.678",,,,"2364",,
"1713735084.679","58.87","147","2457",,,
"1713735084.685","62.52","148","2476","2363",,
"1713735084.69","66.47","149","2497","2363",,
"1713735084.695","70.58",,,"2367",,
"1713735084.696",,"150",,,,
"1713735084.701","73.96","0",,"2363",,
"1713735084.707","75.98","0",,"2364",,
"1713735084.712",,,,"2376",,
"1713735084.713","77.5","0",,,,
